"일련번호","아파트","도로명주소","월","일","전용면적","층","거래금액"
"11680-372","개포우성","서울특별시 강남구 선릉로 120",6,13,84.81,8,"258000"
"11680-578","개포주공","서울특별시 강남구 개포로 516",6,13,83.7,3,"195000"
"11680-320","경남","서울특별시 강남구 논현로 209",6,13,59.76,15,"140000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,13,39.6,1,"82000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,13,39.6,6,"86500"
"11680-3752","대치아이파크","서울특별시 강남구 선릉로 222",6,13,84.95,4,"230000"
"11680-3752","대치아이파크","서울특별시 강남구 선릉로 222",6,13,119.58,8,"320000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",6,13,84.46,5,"149850"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",6,13,91.96,12,"155000"
"11680-3905","래미안그레이튼","서울특별시 강남구 도곡로 306",6,13,84.87,12,"220000"
"11680-4394","래미안대치팰리스","서울특별시 강남구 삼성로51길 37",6,13,94.49,20,"350000"
"11680-4394","래미안대치팰리스","서울특별시 강남구 삼성로51길 37",6,13,84.97,30,"300000"
"11680-4394","래미안대치팰리스","서울특별시 강남구 삼성로51길 37",6,13,84.98,17,"310000"
"11680-328","매봉삼성","서울특별시 강남구 언주로 203",6,13,84.95,13,"144500"
"11680-20","미성","서울특별시 강남구 압구정로 113",6,13,74.4,2,"188000"
"11680-168","삼성동롯데","서울특별시 강남구 학동로 432",6,13,59.4,11,"138000"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",6,13,84.419,13,"210000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",6,13,59.96,15,"165000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",6,13,59.96,15,"165000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",6,13,84.76,9,"192000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",6,13,59.96,14,"162000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",6,13,51.12,12,"120000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",6,13,39.53,1,"100000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",6,13,39.53,1,"100000"
"11680-318","수서한아름","서울특별시 강남구 광평로51길 22",6,13,97.63,6,"154000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",6,13,49.96,8,"104500"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",6,13,49.96,14,"109250"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",6,13,49.96,3,"103000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",6,13,49.96,3,"103000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",6,13,33.18,15,"86200"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",6,13,39.53,2,"98000"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",6,13,35.73,4,"81500"
"11680-109","신동아","서울특별시 강남구 강남대로146길 28",6,13,84.52,5,"149500"
"11680-423","신현대","서울특별시 강남구 압구정로 151",6,13,108.88,7,"261000"
"11680-3643","역삼푸르지오","서울특별시 강남구 언주로 332",6,13,59.8848,20,"170000"
"11680-161","우민","서울특별시 강남구 언주로136길 21",6,13,74.758,5,"96800"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,13,76.79,5,"191000"
"11680-32","청담동삼성","서울특별시 강남구 삼성로133길 20",6,13,84.57,9,"163800"
"11680-4004","청담자이","서울특별시 강남구 영동대로138길 12",6,13,82.365,16,"260000"
"11680-365","타워팰리스","서울특별시 강남구 언주로30길 57",6,13,114.65,7,"219000"
"11680-365","타워팰리스","서울특별시 강남구 언주로30길 57",6,13,160.17,47,"280000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",6,13,84.93,15,"160000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",6,13,84.93,5,"159500"
"11680-191","풍림","서울특별시 강남구 영동대로112길 15",6,13,59.7,18,"150000"
"11680-251","한스빌","서울특별시 강남구 도곡로3길 26",6,13,39.89,7,"39000"
"11680-378","한양","서울특별시 강남구 압구정로 321",6,13,78.05,6,"220000"
"11680-380","한양","서울특별시 강남구 압구정로 321",6,13,116.94,6,"260000"
"11680-382","한양","서울특별시 강남구 압구정로 401",6,13,100.5,4,"223000"
"11680-427","현대","서울특별시 강남구 압구정로29길 23",6,13,108.47,9,"275000"
"11680-427","현대","서울특별시 강남구 압구정로29길 23",6,13,108.47,9,"265000"
"11680-83","현대","서울특별시 강남구 선릉로 748",6,13,84.76,12,"156000"
"11680-3830","현대힐스테이트","서울특별시 강남구 삼성로111길 8",6,13,84.349,12,"234500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,14,39.6,3,"87800"
"11680-322","대림","서울특별시 강남구 논현로41길 10",6,14,84.93,3,"149000"
"11680-3732","래미안삼성","서울특별시 강남구 선릉로130길 20",6,14,134.81,1,"248000"
"11680-194","삼성동한솔","서울특별시 강남구 학동로64길 7",6,14,68.8,11,"150000"
"11680-46","상지리츠빌","서울특별시 강남구 도산대로85길 52",6,14,168.67,1,"220000"
"11680-213","세영팔레스타운","서울특별시 강남구 영동대로65길 57",6,14,84.85,5,"137000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",6,14,49.68,4,"101500"
"11680-566","아카데미스위트","서울특별시 강남구 언주로30길 21",6,14,128.74,25,"170800"
"11680-65","청담","서울특별시 강남구 도산대로89길 49",6,14,84.595,4,"180000"
"11680-3704","청담이-편한세상","서울특별시 강남구 도산대로78길 51",6,14,84.79,3,"150000"
"11680-365","타워팰리스","서울특별시 강남구 언주로30길 57",6,14,115.63,39,"232000"
"11680-3705","한화꿈에그린","서울특별시 강남구 봉은사로21길 19",6,14,83.7,6,"117000"
"11680-292","현대","서울특별시 강남구 개포로 303",6,14,95.4,3,"190000"
"11680-293","현대","서울특별시 강남구 언주로 107",6,14,131.83,2,"253500"
"11680-197","현대","서울특별시 강남구 학동로64길 14",6,14,59.83,4,"145000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",6,15,84.95,1,"105000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",6,15,84.95,1,"105000"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",6,15,84.92,1,"138500"
"11680-1","강남상가","서울특별시 강남구 압구정로2길 46",6,15,143.01,5,"112000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",6,15,59.99,9,"111000"
"11680-503","강남역우정에쉐르","서울특별시 강남구 테헤란로10길 10",6,15,17.23,6,"19050"
"11680-4298","강남한양수자인","서울특별시 강남구 자곡로 260",6,15,101.51,6,"155000"
"11680-104","거평프리젠","서울특별시 강남구 강남대로112길 41",6,15,39.035,5,"42000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,15,49.5,6,"115000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",6,15,172.464,17,"220000"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",6,15,59.505,22,"66000"
"11680-205","대치삼성","서울특별시 강남구 도곡로78길 22",6,15,97.35,10,"205700"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",6,15,59.9772,19,"163000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",6,15,91.96,9,"148000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",6,15,51.12,9,"120000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",6,15,39.53,7,"110000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",6,15,39.53,7,"110000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",6,15,84.84,7,"132000"
"11680-181","시티","서울특별시 강남구 봉은사로109길 66-1",6,15,157.63,10,"203000"
"11680-4515","역삼자이","서울특별시 강남구 언주로 420",6,15,114.019,10,"260000"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,15,84.43,4,"220000"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,15,84.43,9,"221500"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,15,84.43,5,"216000"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,15,84.43,2,"207000"
"11680-3882","청담파라곤Ⅱ","서울특별시 강남구 압구정로71길 32",6,15,198.81,3,"328000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",6,15,120.78,24,"225000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",6,15,174.67,11,"348000"
"11680-378","한양","서울특별시 강남구 압구정로 321",6,15,63.87,9,"205000"
"11680-378","한양","서울특별시 강남구 압구정로 321",6,15,63.87,10,"202000"
"11680-382","한양","서울특별시 강남구 압구정로 401",6,15,100.5,13,"230000"
"11680-252","현대까르띠에","서울특별시 강남구 언주로86길 12",6,15,171.944,7,"250000"
"11680-3830","현대힐스테이트","서울특별시 강남구 삼성로111길 8",6,15,84.236,4,"225000"
"11680-3965","강남신동아파밀리에","서울특별시 강남구 헌릉로590길 100",6,16,59.97,12,"100000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",6,16,83.21,2,"205000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",6,16,83.21,2,"205000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,16,49.5,2,"110000"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,16,49.5,4,"115000"
"11680-668","대우디오빌플러스","서울특별시 강남구 강남대로84길 33",6,16,34.41,4,"31500"
"11680-682","대치한신휴플러스","서울특별시 강남구 선릉로76길 12",6,16,84.99,6,"160000"
"11680-206","대치현대","서울특별시 강남구 삼성로64길 5",6,16,59.82,9,"149000"
"11680-206","대치현대","서울특별시 강남구 삼성로64길 5",6,16,85,8,"205000"
"11680-207","대치효성","서울특별시 강남구 삼성로64길 12",6,16,59.84,4,"131000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",6,16,59.9818,15,"184500"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",6,16,107.53,8,"188000"
"11680-315","동익","서울특별시 강남구 광평로39길 3",6,16,84.46,11,"150000"
"11680-558","두산위브","서울특별시 강남구 학동로46길 38",6,16,84.993,7,"159500"
"11680-558","두산위브","서울특별시 강남구 학동로46길 38",6,16,84.993,10,"164000"
"11680-558","두산위브","서울특별시 강남구 학동로46길 38",6,16,84.993,10,"164000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",6,16,121.71,24,"283000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",6,16,101.94,6,"158000"
"11680-3905","래미안그레이튼","서울특별시 강남구 도곡로 306",6,16,84.87,16,"223000"
"11680-4394","래미안대치팰리스","서울특별시 강남구 삼성로51길 37",6,16,94.49,3,"310000"
"11680-4173","래미안도곡카운티","서울특별시 강남구 도곡로 320",6,16,106.78,7,"270000"
"11680-326","럭키","서울특별시 강남구 남부순환로 2740",6,16,79.89,5,"159500"
"11680-168","삼성동롯데","서울특별시 강남구 학동로 432",6,16,91.77,3,"185000"
"11680-3834","삼성동힐스테이트","서울특별시 강남구 학동로68길 29",6,16,31.402,13,"115500"
"11680-33","삼성청담","서울특별시 강남구 학동로 405",6,16,59.99,13,"148000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",6,16,39.53,4,"110000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",6,16,51.12,4,"130000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",6,16,84.95,3,"175000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",6,16,74.54,3,"168000"
"11680-3953","세곡리엔파크","서울특별시 강남구 헌릉로590길 11",6,16,84.96,4,"105000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",6,16,59.89,10,"112000"
"11680-4090","세곡푸르지오","서울특별시 강남구 자곡로 21",6,16,84.83,12,"134500"
"11680-318","수서한아름","서울특별시 강남구 광평로51길 22",6,16,129.45,10,"172500"
"11680-423","신현대","서울특별시 강남구 압구정로 151",6,16,108.88,8,"250000"
"11680-136","쌍용","서울특별시 강남구 도산대로50길 43",6,16,84.87,7,"119500"
"11680-4515","역삼자이","서울특별시 강남구 언주로 420",6,16,84.993,14,"230000"
"11680-3643","역삼푸르지오","서울특별시 강남구 언주로 332",6,16,59.8848,14,"170000"
"11680-4069","요진와이시티미니","서울특별시 강남구 역삼로25길 21",6,16,12.94,3,"18000"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,16,84.43,8,"191000"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,16,76.79,4,"179500"
"11680-218","은마","서울특별시 강남구 삼성로 212",6,16,76.79,4,"179500"
"11680-97","청담매스터빌","서울특별시 강남구 도산대로81길 69",6,16,206.85,8,"260000"
"11680-4004","청담자이","서울특별시 강남구 영동대로138길 12",6,16,82.365,7,"246000"
"11680-4004","청담자이","서울특별시 강남구 영동대로138길 12",6,16,49.619,10,"176000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",6,16,164.97,41,"315000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",6,16,164.97,36,"320000"
"11680-4296","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",6,16,70.8391,22,"210000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",6,16,59.76,12,"132000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",6,16,58.46,6,"142000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",6,16,117.57,4,"193000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",6,16,84.74,5,"175000"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",6,16,32.65,22,"36000"
"11680-3830","현대힐스테이트","서울특별시 강남구 삼성로111길 8",6,16,38.671,19,"128000"
"11680-200","홍실","서울특별시 강남구 영동대로128길 15",6,16,96.32,11,"259000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",6,17,59.89,8,"109000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",6,17,59.99,6,"109900"
"11680-290","개포주공","서울특별시 강남구 개포로 516",6,17,73.02,8,"193000"
"11680-104","거평프리젠","서울특별시 강남구 강남대로112길 41",6,17,39.035,6,"40500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",6,17,39.6,12,"89800"
"11680-275","대우디오빌","서울특별시 강남구 언주로 427",6,17,36.96,20,"44000"
NA,"대치SKVIEW","서울특별시 강남구 삼성로51길 25",6,17,84.3865,19,"270000"
"11680-206","대치현대","서울특별시 강남구 삼성로64길 5",6,17,59.82,5,"150500"
"11680-206","대치현대","서울특별시 강남구 삼성로64길 5",6,17,101.6,21,"229000"
"11680-207","대치효성","서울특별시 강남구 삼성로64길 12",6,17,59.84,8,"140000"
NA,"래미안개포루체하임","서울특별시 강남구 개포로110길 50",6,17,84.97,14,"239000"
